Record Date,Country - Currency Description,Exchange Rate,Effective Date
6/30/19,YEMEN-RIAL,480,6/30/19
6/30/19,ZAMBIA-NEW KWACHA,12.81,6/30/19
6/30/19,ZIMBABWE-DOLLAR,1,6/30/19
6/30/19,ZIMBABWE-RTGS,6.382,6/30/19
6/30/19,MACEDONIA FYROM-DENAR(ARIARY),53.96,6/30/19
6/30/19,MADAGASCAR-FRANC,3591.4,6/30/19
6/30/19,MALAWI-KWACHA,789,6/30/19
6/30/19,MALAYSIA-RINGGIT,4.13,6/30/19
6/30/19,MALDIVES-RUFIYAA,15.42,6/30/19
6/30/19,MALI-CFA FRANC,573.5,6/30/19
6/30/19,MALTA-EURO,0.879,6/30/19
6/30/19,MARSHALLS ISLANDS-DOLLAR,1,6/30/19
6/30/19,MARTINIQUE-EURO,0.879,6/30/19
6/30/19,MAURITANIA-OUGUIYA,36,6/30/19
6/30/19,MAURITIUS-RUPEE,35.5,6/30/19
6/30/19,MEXICO-PESO,19.175,6/30/19
6/30/19,MICRONESIA-DOLLAR,1,6/30/19
6/30/19,MOLDOVA-LEU,18,6/30/19
6/30/19,MONGOLIA-TUGRIK,2657.51,6/30/19
6/30/19,MONTENEGRO-EURO,0.879,6/30/19
6/30/19,MOROCCO-DIRHAM,9.576,6/30/19
6/30/19,MOZAMBIQUE-METICAL,61.5,6/30/19
6/30/19,NAMIBIA-DOLLAR,14.168,6/30/19
6/30/19,NEPAL-RUPEE,110.55,6/30/19
6/30/19,NETHERLANDS ANTILLES-GUILDER,1.78,6/30/19
6/30/19,NETHERLANDS-EURO,0.879,6/30/19
6/30/19,NEW ZEALAND-DOLLAR,1.491,6/30/19
6/30/19,NICARAGUA-CORDOBA,33.05,6/30/19
6/30/19,NIGER-CFA FRANC,573.5,6/30/19
6/30/19,NIGERIA-NAIRA,361,6/30/19
6/30/19,OMAN-RIAL,0.385,6/30/19
3/31/19,AFGHANISTAN-AFGHANI,74.78,3/31/19
3/31/19,ALGERIA-DINAR,119.06,3/31/19
3/31/19,ANGOLA-KWANZA,310,3/31/19
3/31/19,ANTIGUA-BARBUDA-E. CARIBBEAN DOLLAR,2.7,3/31/19
3/31/19,ARGENTINA-PESO,43.591,3/31/19
3/31/19,ARMENIA-DRAM,485,3/31/19
3/31/19,AUSTRALIA-DOLLAR,1.409,3/31/19
3/31/19,AUSTRIA-EURO,0.89,3/31/19
3/31/19,AZERBAIJAN-NEW MANAT,1.7,3/31/19
3/31/19,BAHAMAS-DOLLAR,1,3/31/19
3/31/19,BAHRAIN-DINAR,0.377,3/31/19
3/31/19,BANGLADESH-TAKA,84,3/31/19
3/31/19,BARBADOS-DOLLAR,2.02,3/31/19
3/31/19,BELARUS-NEW RUBLE,2.129,3/31/19
3/31/19,BELGIUM-EURO,0.89,3/31/19
3/31/19,BELIZE-DOLLAR,2,3/31/19
3/31/19,BENIN-CFA FRANC,576.45,3/31/19
3/31/19,BERMUDA-DOLLAR,1,3/31/19
3/31/19,BOLIVIA-BOLIVIANO,6.86,3/31/19
3/31/19,BOSNIA-MARKA,1.741,3/31/19
3/31/19,BOTSWANA-PULA,10.718,3/31/19
3/31/19,BRAZIL-REAL,3.882,3/31/19
3/31/19,BRUNEI-DOLLAR,1.355,3/31/19
3/31/19,BULGARIA-LEV,1.741,3/31/19
3/31/19,BURKINA FASO-CFA FRANC,576.45,3/31/19
3/31/19,BURUNDI-FRANC,1790,3/31/19
3/31/19,CAMBODIA (KHMER)-RIEL,4103,3/31/19
3/31/19,ALBANIA-LEK,111.24,3/31/19
3/31/19,CAMEROON-CFA FRANC,616.79,3/31/19
3/31/19,CANADA-DOLLAR,1.341,3/31/19
3/31/19,CAPE VERDE-ESCUDO,97.045,3/31/19
3/31/19,CAYMAN ISLANDS-DOLLAR,0.82,3/31/19
3/31/19,CENTRAL AFRICAN REPUBLIC-CFA FRANC,616.79,3/31/19
3/31/19,CHAD-CFA FRANC,616.79,3/31/19
3/31/19,CHILE-PESO,677.22,3/31/19
3/31/19,CHINA-RENMINBI,6.713,3/31/19
3/31/19,COLOMBIA-PESO,3173.45,3/31/19
3/31/19,COMOROS-FRANC,437.16,3/31/19
3/31/19,COSTA RICA-COLON,600.7,3/31/19
3/31/19,COTE D'IVOIRE-CFA FRANC,576.45,3/31/19
3/31/19,CROATIA-KUNA,6.47,3/31/19
3/31/19,CUBA-PESO,1,3/31/19
3/31/19,CYPRUS-EURO,0.89,3/31/19
3/31/19,CZECH REPUBLIC-KORUNA,22.415,3/31/19
3/31/19,DEMOCRATIC REPUBLIC OF CONGO-FRANC,1630,3/31/19
3/31/19,DENMARK-KRONE,6.646,3/31/19
3/31/19,DJIBOUTI-FRANC,177,3/31/19
3/31/19,DOMINICAN REPUBLIC-PESO,50.2,3/31/19
3/31/19,ECUADOR-DOLARES,1,3/31/19
3/31/19,EGYPT-POUND,17.28,3/31/19
3/31/19,EL SALVADOR-DOLARES,1,3/31/19
3/31/19,EQUATORIAL GUINEA-CFA FRANC,616.79,3/31/19
3/31/19,ERITREA-NAKFA,15,3/31/19
3/31/19,ESTONIA-EURO,0.89,3/31/19
3/31/19,ETHIOPIA-BIRR,28.49,3/31/19
3/31/19,EURO ZONE-EURO,0.89,3/31/19
3/31/19,FIJI-DOLLAR,2.104,3/31/19
3/31/19,FINLAND-EURO,0.89,3/31/19
3/31/19,FRANCE-EURO,0.89,3/31/19
3/31/19,GABON-CFA FRANC,616.79,3/31/19
3/31/19,GAMBIA-DALASI,50,3/31/19
3/31/19,GEORGIA-LARI,2.7,3/31/19
3/31/19,GERMANY EURO,0.89,3/31/19
3/31/19,GHANA-CEDI,5.2,3/31/19
3/31/19,GREECE-EURO,0.89,3/31/19
3/31/19,GRENADA-EAST CARIBBEAN DOLLAR,2.7,3/31/19
3/31/19,GUATEMALA-QUETZAL,7.68,3/31/19
3/31/19,GUINEA BISSAU-CFA FRANC,576.45,3/31/19
3/31/19,GUINEA-FRANC,9106,3/31/19
3/31/19,GUYANA-DOLLAR,215,3/31/19
3/31/19,HAITI-GOURDE,83.19,3/31/19
3/31/19,HONDURAS-LEMPIRA,25,3/31/19
3/31/19,HONG KONG-DOLLAR,7.85,3/31/19
3/31/19,HUNGARY-FORINT,285.99,3/31/19
3/31/19,ICELAND-KRONA,122.28,3/31/19
3/31/19,INDIA-RUPEE,68.7,3/31/19
3/31/19,INDONESIA-RUPIAH,14220,3/31/19
3/31/19,IRAN-RIAL,42000,3/31/19
3/31/19,IRAQ-DINAR,1138,3/31/19
3/31/19,IRELAND-EURO,0.89,3/31/19
3/31/19,ISRAEL-SHEKEL,3.63,3/31/19
3/31/19,JAMAICA-DOLLAR,128,3/31/19
3/31/19,JAPAN-YEN,110.76,3/31/19
3/31/19,JERUSALEM-SHEKEL,3.63,3/31/19
3/31/19,JORDAN-DINAR,0.708,3/31/19
3/31/19,KAZAKHSTAN-TENGE,380.06,3/31/19
3/31/19,KENYA-SHILLING,100.65,3/31/19
3/31/19,KOREA-WON,1135.05,3/31/19
3/31/19,KOSOVO-EURO,0.89,3/31/19
3/31/19,KUWAIT-DINAR,0.304,3/31/19
3/31/19,KYRGYZSTAN-SOM,69.8,3/31/19
3/31/19,LAOS-KIP,8580,3/31/19
3/31/19,LATVIA-EURO,0.89,3/31/19
3/31/19,LEBANON-POUND,1500,3/31/19
3/31/19,LESOTHO-SOUTH AFRICAN RAND,14.515,3/31/19
3/31/19,LIBERIA-DOLLAR,164.01,3/31/19
3/31/19,LIBYA-DINAR,1.386,3/31/19
3/31/19,LITHUANIA-EURO,0.89,3/31/19
3/31/19,LUXEMBOURG-EURO,0.89,3/31/19
3/31/19,MACEDONIA FYROM-DENAR(ARIARY),54.57,3/31/19
3/31/19,MADAGASCAR-FRANC,3572,3/31/19
3/31/19,MALAWI-KWACHA,740,3/31/19
3/31/19,MALAYSIA-RINGGIT,4.08,3/31/19
3/31/19,MALDIVES-RUFIYAA,15.42,3/31/19
3/31/19,ITALY-EURO,0.89,3/31/19
3/31/19,MALI-CFA FRANC,576.45,3/31/19
3/31/19,MALTA-EURO,0.89,3/31/19
3/31/19,MARSHALLS ISLANDS-DOLLAR,1,3/31/19
3/31/19,MARTINIQUE-EURO,0.89,3/31/19
3/31/19,MAURITANIA-OUGUIYA,36,3/31/19
3/31/19,MAURITIUS-RUPEE,34.78,3/31/19
3/31/19,MEXICO-PESO,19.295,3/31/19
3/31/19,MICRONESIA-DOLLAR,1,3/31/19
3/31/19,MOLDOVA-LEU,17.3,3/31/19
3/31/19,MONGOLIA-TUGRIK,2631.28,3/31/19
3/31/19,MONTENEGRO-EURO,0.89,3/31/19
3/31/19,MOROCCO-DIRHAM,9.656,3/31/19
3/31/19,MOZAMBIQUE-METICAL,63.35,3/31/19
3/31/19,MYANMAR-KYAT,1500,3/31/19
3/31/19,NAMIBIA-DOLLAR,14.515,3/31/19
3/31/19,NEPAL-RUPEE,110.05,3/31/19
3/31/19,NETHERLANDS ANTILLES-GUILDER,1.78,3/31/19
3/31/19,NETHERLANDS-EURO,0.89,3/31/19
3/31/19,NEW ZEALAND-DOLLAR,1.47,3/31/19
3/31/19,NICARAGUA-CORDOBA,32.85,3/31/19
3/31/19,NIGER-CFA FRANC,576.45,3/31/19
3/31/19,NIGERIA-NAIRA,361,3/31/19
3/31/19,NORWAY-KRONE,8.614,3/31/19
3/31/19,OMAN-RIAL,0.385,3/31/19
3/31/19,PAKISTAN-RUPEE,140.06,3/31/19
3/31/19,PALAU-DOLLAR,1,3/31/19
3/31/19,PANAMA-BALBOA,1,3/31/19
3/31/19,PAPUA NEW GUINEA-KINA,3.29,3/31/19
3/31/19,PARAGUAY-GUARANI,6180,3/31/19
3/31/19,PERU-NUEVO SOL,3.316,3/31/19
3/31/19,PHILIPPINES-PESO,52.62,3/31/19
3/31/19,POLAND-ZLOTY,3.831,3/31/19
3/31/19,PORTUGAL-EURO,0.89,3/31/19
3/31/19,QATAR-RIYAL,3.64,3/31/19
3/31/19,ROMANIA-NEW LEU,4.239,3/31/19
3/31/19,RUSSIA-RUBLE,64.821,3/31/19
3/31/19,RWANDA-FRANC,890,3/31/19
3/31/19,SAO TOME & PRINCIPE-NEW DOBRAS,21.699,3/31/19
3/31/19,SAO TOME & PRINCIPE-DOBRAS,20941.008,3/31/19
3/31/19,SAUDI ARABIA-RIYAL,3.75,3/31/19
3/31/19,SENEGAL-CFA FRANC,576.45,3/31/19
3/31/19,SERBIA-DINAR,105,3/31/19
3/31/19,SEYCHELLES-RUPEE,13.58,3/31/19
3/31/19,SIERRA LEONE-LEONE,8911,3/31/19
3/31/19,SINGAPORE-DOLLAR,1.355,3/31/19
3/31/19,SLOVAK REPUBLIC-EURO,0.89,3/31/19
3/31/19,SLOVENIA-EURO,0.89,3/31/19
3/31/19,SOLOMON ISLANDS-DOLLAR,7.752,3/31/19
3/31/19,SOMALI-SHILLING,575,3/31/19
3/31/19,SOUTH AFRICA-RAND,14.515,3/31/19
3/31/19,SOUTH SUDANESE-POUND,155.92,3/31/19
3/31/19,SRI LANKA-RUPEE,175.35,3/31/19
3/31/19,ST LUCIA-EC DOLLAR,2.7,3/31/19
3/31/19,SUDAN-SUDANESE POUND,47,3/31/19
3/31/19,SURINAME-GUILDER,7.52,3/31/19
3/31/19,SWAZILAND-LILANGENI,14.35,3/31/19
3/31/19,SWEDEN-KRONA,9.258,3/31/19
3/31/19,SWITZERLAND-FRANC,0.996,3/31/19
3/31/19,SYRIA-POUND,515,3/31/19
3/31/19,TAIWAN-DOLLAR,30.837,3/31/19
3/31/19,TAJIKISTAN-SOMONI,9.4,3/31/19
3/31/19,TANZANIA-SHILLING,2305,3/31/19
3/31/19,THAILAND-BAHT,31.71,3/31/19
3/31/19,TIMOR-LESTE DILI,1,3/31/19
3/31/19,TOGO-CFA FRANC,576.45,3/31/19
3/31/19,TONGA-PA'ANGA,2.167,3/31/19
3/31/19,TRINIDAD & TOBAGO-DOLLAR,6.719,3/31/19
3/31/19,TUNISIA-DINAR,3.01,3/31/19
3/31/19,TURKEY-LIRA,5.283,3/31/19
3/31/19,TURKMENISTAN-NEW MANAT,3.491,3/31/19
3/31/19,UGANDA-SHILLING,3710,3/31/19
3/31/19,UKRAINE-HRYVNIA,27.235,3/31/19
3/31/19,UNITED ARAB EMIRATES-DIRHAM,3.673,3/31/19
3/31/19,UNITED KINGDOM-POUND STERLING,0.764,3/31/19
3/31/19,URUGUAY-PESO,33.79,3/31/19
3/31/19,UZBEKISTAN-SOM,8370,3/31/19
3/31/19,VANUATU-VATU,111.73,3/31/19
3/31/19,VENEZUELA-BOLIVAR-FUERTE,248832,3/31/19
3/31/19,VENEZUELA-BOLIVAR-SOBERANO,3299.59,3/31/19
3/31/19,VIETNAM-DONG,23203,3/31/19
3/31/19,WESTERN SAMOA-TALA,2.525,3/31/19
3/31/19,YEMEN-RIAL,480,3/31/19
3/31/19,ZAMBIA-NEW KWACHA,12.13,3/31/19
3/31/19,ZIMBABWE-DOLLAR,1,3/31/19
3/31/19,SPAIN-EURO,0.89,3/31/19
12/31/18,AFGHANISTAN-AFGHANI,74.576,12/31/18
12/31/18,ALBANIA-LEK,107.05,12/31/18
12/31/18,ALGERIA-DINAR,117.898,12/31/18
12/31/18,ANGOLA-KWANZA,310,12/31/18
12/31/18,ANTIGUA-BARBUDA-E. CARIBBEAN DOLLAR,2.7,12/31/18
12/31/18,ARGENTINA-PESO,37.642,12/31/18
12/31/18,ARMENIA-DRAM,485,12/31/18
12/31/18,AUSTRALIA-DOLLAR,1.416,12/31/18
12/31/18,AUSTRIA-EURO,0.872,12/31/18
12/31/18,AZERBAIJAN-NEW MANAT,1.7,12/31/18
12/31/18,BAHAMAS-DOLLAR,1,12/31/18
12/31/18,BAHRAIN-DINAR,0.377,12/31/18
12/31/18,BANGLADESH-TAKA,84,12/31/18
12/31/18,BARBADOS-DOLLAR,2.02,12/31/18
12/31/18,BELARUS-NEW RUBLE,2.16,12/31/18
12/31/18,BELGIUM-EURO,0.872,12/31/18
12/31/18,BELIZE-DOLLAR,2,12/31/18
12/31/18,BENIN-CFA FRANC,568.65,12/31/18
12/31/18,BERMUDA-DOLLAR,1,12/31/18
12/31/18,BOLIVIA-BOLIVIANO,6.85,12/31/18
12/31/18,BOSNIA-HERCEGOVINA-MARKA,1.706,12/31/18
12/31/18,BOSNIA-MARKA,1.706,12/31/18
12/31/18,BOTSWANA-PULA,10.661,12/31/18
12/31/18,BRUNEI-DOLLAR,1.361,12/31/18
12/31/18,BULGARIA-LEV,1.707,12/31/18
12/31/18,BURKINA FASO-CFA FRANC,568.65,12/31/18
12/31/18,BURUNDI-FRANC,1790,12/31/18
12/31/18,CAMBODIA (KHMER)-RIEL,4103,12/31/18
12/31/18,CANADA-DOLLAR,1.362,12/31/18
12/31/18,CAPE VERDE-ESCUDO,94.88,12/31/18
12/31/18,CAYMAN ISLANDS-DOLLAR,0.82,12/31/18
12/31/18,CENTRAL AFRICAN REPUBLIC-CFA FRANC,603.87,12/31/18
12/31/18,CHAD-CFA FRANC,603.87,12/31/18
12/31/18,CHILE-PESO,693.08,12/31/18
12/31/18,CHINA-RENMINBI,6.876,12/31/18
12/31/18,COLOMBIA-PESO,3245,12/31/18
12/31/18,COMOROS-FRANC,428.14,12/31/18
12/31/18,COSTA RICA-COLON,603.5,12/31/18
12/31/18,COTE D'IVOIRE-CFA FRANC,568.65,12/31/18
12/31/18,CROATIA-KUNA,6.31,12/31/18
12/31/18,CUBA-PESO,1,12/31/18
12/31/18,CYPRUS-EURO,0.872,12/31/18
12/31/18,CZECH REPUBLIC-KORUNA,21.941,12/31/18
12/31/18,CZECH-KORUNA,21.941,12/31/18
12/31/18,DEMOCRATIC REPUBLIC OF CONGO-FRANC,1630,12/31/18
12/31/18,DENMARK-KRONE,6.517,12/31/18
12/31/18,BRAZIL-REAL,3.88,12/31/18
12/31/18,CAMEROON-CFA FRANC,603.87,12/31/18
12/31/18,DJIBOUTI-FRANC,177,12/31/18
12/31/18,DOMINICAN REPUBLIC-PESO,49.94,12/31/18
12/31/18,ECUADOR-DOLARES,1,12/31/18
12/31/18,EGYPT-POUND,17.89,12/31/18
12/31/18,EL SALVADOR-DOLARES,1,12/31/18
12/31/18,EQUATORIAL GUINEA-CFA FRANC,603.87,12/31/18
12/31/18,ERITREA-NAKFA,15,12/31/18
12/31/18,ESTONIA-EURO,0.872,12/31/18
12/31/18,ETHIOPIA-BIRR,28.04,12/31/18
12/31/18,EURO ZONE-EURO,0.872,12/31/18
12/31/18,FIJI-DOLLAR,2.108,12/31/18
12/31/18,FINLAND-EURO,0.872,12/31/18
12/31/18,FRANCE-EURO,0.872,12/31/18
12/31/18,GABON-CFA FRANC,603.87,12/31/18
12/31/18,GAMBIA-DALASI,50,12/31/18
12/31/18,GEORGIA-LARI,2.67,12/31/18
12/31/18,GERMANY FRG-EURO,0.872,12/31/18
12/31/18,GERMANY-EURO,0.872,12/31/18
12/31/18,GHANA-CEDI,4.825,12/31/18
12/31/18,GREECE-EURO,0.872,12/31/18
12/31/18,GRENADA-EAST CARIBBEAN DOLLAR,2.7,12/31/18
12/31/18,GUATEMALA-QUETZAL,7.715,12/31/18
12/31/18,GUINEA BISSAU-CFA FRANC,568.65,12/31/18
12/31/18,GUINEA-FRANC,9076,12/31/18
12/31/18,GUYANA-DOLLAR,215,12/31/18
12/31/18,HAITI-GOURDE,77.118,12/31/18
12/31/18,HONDURAS-LEMPIRA,25,12/31/18
12/31/18,HONG KONG-DOLLAR,7.832,12/31/18
12/31/18,HUNGARY-FORINT,280.17,12/31/18
12/31/18,ICELAND-KRONA,116.11,12/31/18
12/31/18,INDIA-RUPEE,69.8,12/31/18
12/31/18,INDONESIA-RUPIAH,14440,12/31/18
12/31/18,IRAN-RIAL,42000,12/31/18
12/31/18,IRAQ-DINAR,1138,12/31/18
12/31/18,IRELAND-EURO,0.872,12/31/18
12/31/18,ISRAEL-SHEKEL,3.749,12/31/18
12/31/18,ITALY-EURO,0.872,12/31/18
12/31/18,JAMAICA-DOLLAR,126,12/31/18
12/31/18,JAPAN-YEN,109.85,12/31/18
12/31/18,JERUSALEM-SHEKEL,3.749,12/31/18
12/31/18,JORDAN-DINAR,0.708,12/31/18
12/31/18,KAZAKHSTAN-TENGE,375.15,12/31/18
12/31/18,KENYA-SHILLING,101.8,12/31/18
12/31/18,KOREA-WON,1114.49,12/31/18
12/31/18,KOSOVO-EURO,0.872,12/31/18
12/31/18,KUWAIT-DINAR,0.303,12/31/18
12/31/18,KYRGYZSTAN-SOM,69.8,12/31/18
12/31/18,LAOS-KIP,8535,12/31/18
12/31/18,LATVIA-EURO,0.872,12/31/18
12/31/18,LEBANON-POUND,1500,12/31/18
12/31/18,LIBERIA-U.S. DOLLAR,155.71,12/31/18
12/31/18,LIBYA-DINAR,1.386,12/31/18
12/31/18,LITHUANIA-EURO,0.872,12/31/18
12/31/18,LUXEMBOURG-EURO,0.872,12/31/18
12/31/18,MACEDONIA FYROM-DENAR(ARIARY),53.5,12/31/18
12/31/18,MADAGASCAR-FRANC,3470.2,12/31/18
12/31/18,MALAWI-KWACHA,733,12/31/18
12/31/18,MALDIVES-RUFIYAA,15.42,12/31/18
12/31/18,MALI-CFA FRANC,568.65,12/31/18
12/31/18,MALTA-EURO,0.872,12/31/18
12/31/18,MARSHALLS ISLANDS-DOLLAR,1,12/31/18
12/31/18,MARTINIQUE-EURO,0.872,12/31/18
12/31/18,MAURITANIA-OUGUIYA,36,12/31/18
12/31/18,MAURITIUS-RUPEE,34.15,12/31/18
12/31/18,MEXICO-PESO,19.654,12/31/18
12/31/18,MICRONESIA-DOLLAR,1,12/31/18
12/31/18,MOLDOVA-LEU,16.993,12/31/18
12/31/18,MONGOLIA-TUGRIK,2642.92,12/31/18
12/31/18,MOROCCO-DIRHAM,9.53,12/31/18
12/31/18,MOZAMBIQUE-METICAL,61.53,12/31/18
12/31/18,MYANMAR-KYAT,1535,12/31/18
12/31/18,NAMIBIA-DOLLAR,14.35,12/31/18
12/31/18,LESOTHO-SOUTH AFRICAN RAND,14.35,12/31/18
12/31/18,LIBERIA-DOLLAR,156.71,12/31/18
12/31/18,MALAYSIA-RINGGIT,4.13,12/31/18
12/31/18,MONTENEGRO-EURO,0.872,12/31/18
12/31/18,NEPAL-RUPEE,111.6,12/31/18
12/31/18,NETHERLANDS ANTILLES-GUILDER,1.78,12/31/18
12/31/18,NETHERLANDS-EURO,0.872,12/31/18
12/31/18,NEW ZEALAND-DOLLAR,1.49,12/31/18
12/31/18,NICARAGUA-CORDOBA,32.3,12/31/18
12/31/18,NIGER-CFA FRANC,568.65,12/31/18
12/31/18,NIGERIA-NAIRA,361,12/31/18
12/31/18,NORWAY-KRONE,8.68,12/31/18
12/31/18,OMAN-RIAL,0.385,12/31/18
12/31/18,PAKISTAN-RUPEE,138.6,12/31/18
12/31/18,PALAU-DOLLAR,1,12/31/18
12/31/18,PANAMA-BALBOA,1,12/31/18
12/31/18,PAPUA NEW GUINEA-KINA,3.284,12/31/18
12/31/18,PARAGUAY-GUARANI,5956,12/31/18
12/31/18,PERU-NUEVO SOL,3.375,12/31/18
12/31/18,PHILIPPINES-PESO,52.49,12/31/18
12/31/18,POLAND-ZLOTY,3.753,12/31/18
12/31/18,PORTUGAL-EURO,0.872,12/31/18
12/31/18,QATAR-RIYAL,3.64,12/31/18
12/31/18,ROMANIA-LEU,4.069,12/31/18
12/31/18,ROMANIA-NEW LEU,4.069,12/31/18
12/31/18,RUSSIA-RUBLE,69.68,12/31/18
12/31/18,RWANDA-FRANC,890,12/31/18
12/31/18,SAO TOME & PRINCIPE-DOBRAS,20941.008,12/31/18
12/31/18,SAO TOME & PRINCIPE-NEW DOBRAS,21.535,12/31/18
12/31/18,SAUDI ARABIA-RIYAL,3.75,12/31/18
12/31/18,SENEGAL-CFA FRANC,568.65,12/31/18
12/31/18,SERBIA-DINAR,103.39,12/31/18
12/31/18,SEYCHELLES-RUPEE,13.55,12/31/18
12/31/18,SIERRA LEONE-LEONE,8620,12/31/18
12/31/18,SINGAPORE-DOLLAR,1.361,12/31/18
12/31/18,SLOVAK REPUBLIC-EURO,0.872,12/31/18
12/31/18,SLOVENIA-EURO,0.872,12/31/18
12/31/18,SOLOMON ISLANDS-DOLLAR,7.752,12/31/18
12/31/18,SOMALI-SHILLING,575,12/31/18
12/31/18,SOUTH AFRICA-RAND,14.35,12/31/18
12/31/18,SOUTH SUDANESE-POUND,153.7,12/31/18
12/31/18,SPAIN-EURO,0.872,12/31/18
12/31/18,SRI LANKA-RUPEE,182.6,12/31/18
12/31/18,ST LUCIA-EC DOLLAR,2.7,12/31/18
12/31/18,SUDAN-SUDANESE POUND,47,12/31/18
12/31/18,SURINAME-GUILDER,7.52,12/31/18
12/31/18,SWAZILAND-LILANGENI,14.35,12/31/18
12/31/18,SWEDEN-KRONA,8.938,12/31/18
12/31/18,SWITZERLAND-FRANC,0.984,12/31/18
12/31/18,SYRIA-POUND,515,12/31/18
12/31/18,TAIWAN-DOLLAR,30.588,12/31/18
12/31/18,TAJIKISTAN-SOMONI,9.35,12/31/18
12/31/18,TANZANIA-SHILLING,2295,12/31/18
12/31/18,THAILAND-BAHT,32.35,12/31/18
12/31/18,TIMOR-LESTE DILI,1,12/31/18
12/31/18,TOGO-CFA FRANC,568.65,12/31/18
12/31/18,TONGA-PA'ANGA,2.173,12/31/18
12/31/18,TRINIDAD & TOBAGO-DOLLAR,6.77,12/31/18
12/31/18,TUNISIA-DINAR,3.009,12/31/18
12/31/18,TURKEY-LIRA,5.283,12/31/18
12/31/18,TURKMENISTAN-NEW MANAT,3.491,12/31/18
12/31/18,UGANDA-SHILLING,3705,12/31/18
12/31/18,UKRAINE-HRYVNIA,27.7,12/31/18
12/31/18,UNITED ARAB EMIRATES-DIRHAM,3.673,12/31/18
12/31/18,UNITED KINGDOM-POUND STERLING,0.781,12/31/18
12/31/18,URUGUAY-PESO,32.32,12/31/18
12/31/18,UZBEKISTAN-SOM,8310,12/31/18
12/31/18,VANUATU-VATU,111.69,12/31/18
12/31/18,VENEZUELA-BOLIVAR-FUERTE,248832,12/31/18
12/31/18,TURKMENISTAN-MANAT,3.491,12/31/18
12/31/18,VENEZUELA-BOLIVAR-SOBERANO,563.98,12/31/18
12/31/18,VIETNAM-DONG,23190,12/31/18
12/31/18,WESTERN SAMOA-TALA,2.535,12/31/18
12/31/18,YEMEN-RIAL,480,12/31/18
12/31/18,ZAMBIA-NEW KWACHA,11.9,12/31/18
12/31/18,ZIMBABWE-DOLLAR,1,12/31/18
9/30/18,AFGHANISTAN-AFGHANI,75.1,9/30/18
9/30/18,ALBANIA-LEK,108.9,9/30/18
9/30/18,ALGERIA-DINAR,117.935,9/30/18
9/30/18,ANGOLA-KWANZA,290,9/30/18
9/30/18,ANTIGUA-BARBUDA-E. CARIBBEAN DOLLAR,2.7,9/30/18
9/30/18,ARGENTINA-PESO,39.533,9/30/18
9/30/18,ARMENIA-DRAM,480,9/30/18
9/30/18,AUSTRALIA-DOLLAR,1.386,9/30/18
9/30/18,AUSTRIA-EURO,0.863,9/30/18
9/30/18,AZERBAIJAN-NEW MANAT,1.7,9/30/18
9/30/18,BAHAMAS-DOLLAR,1,9/30/18
9/30/18,BAHRAIN-DINAR,0.377,9/30/18
9/30/18,BANGLADESH-TAKA,83,9/30/18
9/30/18,BARBADOS-DOLLAR,2.02,9/30/18
9/30/18,BELARUS-NEW RUBLE,2.109,9/30/18
9/30/18,BELGIUM-EURO,0.863,9/30/18
9/30/18,BELIZE-DOLLAR,2,9/30/18
9/30/18,BENIN-CFA FRANC,556.92,9/30/18
9/30/18,BERMUDA-DOLLAR,1,9/30/18
9/30/18,BOLIVIA-BOLIVIANO,6.85,9/30/18
9/30/18,BOSNIA-HERCEGOVINA-MARKA,1.688,9/30/18
9/30/18,BOTSWANA-PULA,10.582,9/30/18
9/30/18,BRAZIL-REAL,4.015,9/30/18
9/30/18,BRUNEI-DOLLAR,1.368,9/30/18
9/30/18,BULGARIA-LEV,1.688,9/30/18
9/30/18,BURKINA FASO-CFA FRANC,556.92,9/30/18
9/30/18,BURUNDI-FRANC,1750,9/30/18
9/30/18,CAMBODIA (KHMER)-RIEL,4103,9/30/18
9/30/18,CAMEROON-CFA FRANC,594.78,9/30/18
9/30/18,CANADA-DOLLAR,1.301,9/30/18
9/30/18,CAPE VERDE-ESCUDO,93,9/30/18
9/30/18,CAYMAN ISLANDS-DOLLAR,0.82,9/30/18
9/30/18,CENTRAL AFRICAN REPUBLIC-CFA FRANC,594.78,9/30/18
9/30/18,CHAD-CFA FRANC,594.78,9/30/18
9/30/18,CHILE-PESO,661.16,9/30/18
9/30/18,CHINA-RENMINBI,6.88,9/30/18
9/30/18,COLOMBIA-PESO,2983.8,9/30/18
9/30/18,COMOROS-FRANC,417.1,9/30/18
9/30/18,"CONGO, DEM. REP-CONGOLESE FRANC",1620,9/30/18
9/30/18,CONGO-CFA FRANC,594.78,9/30/18
9/30/18,COSTA RICA-COLON,577.2,9/30/18
9/30/18,COTE D'IVOIRE-CFA FRANC,556.92,9/30/18
9/30/18,CROATIA-KUNA,6.18,9/30/18
9/30/18,CUBA-PESO,1,9/30/18
9/30/18,CYPRUS-EURO,0.863,9/30/18
9/30/18,CZECH-KORUNA,21.278,9/30/18
9/30/18,DENMARK-KRONE,6.438,9/30/18
9/30/18,DJIBOUTI-FRANC,177,9/30/18
9/30/18,DOMINICAN REPUBLIC-PESO,49.69,9/30/18
9/30/18,ECUADOR-DOLARES,1,9/30/18
9/30/18,EGYPT-POUND,17.88,9/30/18
9/30/18,EL SALVADOR-DOLARES,1,9/30/18
9/30/18,EQUATORIAL GUINEA-CFA FRANC,594.78,9/30/18
